date	theme	place	views	clicks
2026-09-18	whitered	web_theqoo.net_banner_1_N_v2	132943	27
2026-09-18	whitered	web_theqoo.net_banner_3_N_v2	16373	0
2026-09-18	whitered	web_v.daum.net_banner_1_N_v2	23680	13
2026-09-18	whitered	web_wisetoto.com_banner_3_N_v2	21397	4
2026-09-18	whitered	기타 지면	354370	132
2026-09-21	blackgold	mob_imbc.com_banner_5_N_v2	40154	0
2026-09-21	blackgold	mob_ppomppu.co.kr_banner_3_N_v2	16332	3
2026-09-21	blackgold	mob_theqoo.net_banner_3_N_v2	12378	13
2026-09-21	blackgold	web_cafe.daum.net_banner_3_N_v2	9759	1
2026-09-21	blackgold	web_daum.net_banner_1_N_v2	9197	8
2026-09-21	blackgold	web_daum.net_banner_3_N_v2	80377	2
2026-09-21	blackgold	web_nate.com_banner_1_N_v2	5168	5
2026-09-21	blackgold	web_ppomppu.co.kr_banner_1_N_v2	8931	2
2026-09-21	blackgold	web_theqoo.net_banner_1_N_v2	76414	22
2026-09-21	blackgold	web_theqoo.net_banner_3_N_v2	11239	0
2026-09-21	blackgold	web_v.daum.net_banner_1_N_v2	8827	5
2026-09-21	blackgold	web_wisetoto.com_banner_3_N_v2	40570	1
2026-09-21	blackgold	기타 지면	298358	104
2026-09-21	magazine	mob_imbc.com_banner_5_N_v2	39813	0
2026-09-21	magazine	mob_ppomppu.co.kr_banner_3_N_v2	16296	2
2026-09-21	magazine	mob_theqoo.net_banner_3_N_v2	12634	10
2026-09-21	magazine	web_cafe.daum.net_banner_3_N_v2	9570	8
2026-09-21	magazine	web_daum.net_banner_1_N_v2	9090	14
2026-09-21	magazine	web_daum.net_banner_3_N_v2	79867	5
2026-09-21	magazine	web_nate.com_banner_1_N_v2	5285	3
2026-09-21	magazine	web_ppomppu.co.kr_banner_1_N_v2	9024	4
2026-09-21	magazine	web_theqoo.net_banner_1_N_v2	75856	28
2026-09-21	magazine	web_theqoo.net_banner_3_N_v2	11151	1
2026-09-21	magazine	web_v.daum.net_banner_1_N_v2	8962	7
2026-09-21	magazine	web_wisetoto.com_banner_3_N_v2	40563	4
2026-09-21	magazine	기타 지면	299358	93
2026-09-21	whitered	mob_imbc.com_banner_5_N_v2	40049	1
2026-09-21	whitered	mob_ppomppu.co.kr_banner_3_N_v2	16055	1
2026-09-21	whitered	mob_theqoo.net_banner_3_N_v2	12512	10
2026-09-21	whitered	web_cafe.daum.net_banner_3_N_v2	9798	6
2026-09-21	whitered	web_daum.net_banner_1_N_v2	9238	16
2026-09-21	whitered	web_daum.net_banner_3_N_v2	79817	3
2026-09-21	whitered	web_nate.com_banner_1_N_v2	5347	2
2026-09-21	whitered	web_ppomppu.co.kr_banner_1_N_v2	8998	3
2026-09-21	whitered	web_theqoo.net_banner_1_N_v2	76334	20
2026-09-21	whitered	web_theqoo.net_banner_3_N_v2	11469	0
2026-09-21	whitered	web_v.daum.net_banner_1_N_v2	8892	6
2026-09-21	whitered	web_wisetoto.com_banner_3_N_v2	40131	5
2026-09-21	whitered	기타 지면	299401	86
